doi,year,title,journal_name,publisher,bso_classification
10.1088/1361-6463/aa69dc,2017,Validity of Vegard’s rule for Al1−xInxN (0.08 < x < 0.28) thin films grown on GaN templates,Journal of Physics D: Applied Physics,IOP Publishing,Biology (fond.)
10.3150/16-BEJ821,2017,"Extended generalised variances, with applications",Bernoulli,Bernoulli Society for Mathematical Statistics and Probability,Mathematics
10.1093/gbe/evw158,2016,Conserved Noncoding Elements in the Most Distant Genera of Cephalochordates: The Goldilocks Principle,Genome Biology and Evolution,Oxford University Press (OUP),"Physical sciences, Astronomy"
10.1007/s00429-017-1416-0,2017,Nuclear derivatives and axonal projections originating from rhombomere 4 in the mouse hindbrain,Brain Structure and Function,Springer Science and Business Media LLC,Medical research
10.1186/s13613-017-0267-4,2017,Seawater drowning-associated pneumonia: a 10-year descriptive cohort in intensive care unit,Annals of Intensive Care,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1364/NP.2016.NW3B.2,2016,Topological solitons as addressable phase bits in a driven laser,"Photonics and Fiber Technology 2016 (ACOFT, BGPP, NP)",OSA,Engineering
10.1093/molbev/msx073,2017,How Long Does Wolbachia Remain on Board?,Molecular Biology and Evolution,Oxford University Press (OUP),"Earth, Ecology, 
Energy and applied biology"
10.1364/JOSAA.34.000A37,2017,"SPICA, Stellar Parameters and Images with a Cophased Array: a 6T visible combiner for the CHARA array",Journal of the Optical Society of America A,The Optical Society,"Physical sciences, Astronomy"
10.1364/ACOFT.2016.JT4A.3,2016,Identification of threshold in a mesoscale laser,"Photonics and Fiber Technology 2016 (ACOFT, BGPP, NP)",OSA,Engineering
10.1080/09571736.2017.1283351,2019,Vocabulary Acquisition via Drama: Welsh as a second language in the primary school setting,The Language Learning Journal,Informa UK Limited,"Earth, Ecology, 
Energy and applied biology"
10.18632/aging.101223,2017,The differential spatiotemporal expression pattern of shelterin genes throughout lifespan,Aging,"Impact Journals, LLC","Physical sciences, Astronomy"
10.1093/imanum/drw012,2017,Discontinuous Galerkin finite element methods for the gyrokinetic-waterbag equations,IMA Journal of Numerical Analysis,Oxford University Press (OUP),Medical research
10.1364/NP.2016.NTh2B.7,2016,Excitability in laser with injected signal: beyond the pure phase dynamics model,"Photonics and Fiber Technology 2016 (ACOFT, BGPP, NP)",OSA,Engineering
10.1007/s11064-017-2268-y,2017,Isolation of Astrocytes Displaying Myofibroblast Properties and Present in Multiple Sclerosis Lesions,Neurochemical Research,Springer Science and Business Media LLC,Chemistry
10.3847/1538-4357/aa67f2,2017,Three-dimensional Simulations and Spacecraft Observations of Sub-ion Scale Turbulence in the Solar Wind: Influence of Landau Damping,The Astrophysical Journal,American Astronomical Society,Biology (fond.)
10.1364/NP.2016.NW3B.5,2016,Spatio-temporal Extreme Events in a Laser with a Saturable Absorber,"Photonics and Fiber Technology 2016 (ACOFT, BGPP, NP)",OSA,Engineering
10.1190/segam2016-13954099.1,2016,Joint full-waveform inversion of early arrivals and reflections: A real OBC case study with gas cloud,SEG Technical Program Expanded Abstracts 2016,Society of Exploration Geophysicists,Chemistry
10.1364/NP.2016.NW3B.7,2016,Extreme events and phase dynamics in a forced semiconductor ring laser,"Photonics and Fiber Technology 2016 (ACOFT, BGPP, NP)",OSA,Engineering
10.1364/NP.2016.NW3B.4,2016,Stability and chiral charge of phase solitons,"Photonics and Fiber Technology 2016 (ACOFT, BGPP, NP)",OSA,Engineering
10.1785/0220160121,2017,How Students Can Experience Science and Become Researchers: Tracking MERMAID Floats in the Oceans,Seismological Research Letters,Seismological Society of America (SSA),Medical research
10.1190/segam2016-13862335.1,2016,Adjoint stereotomography,SEG Technical Program Expanded Abstracts 2016,Society of Exploration Geophysicists,"Physical sciences, Astronomy"
10.1242/dev.139949,2017,COUP-TFI mitotically regulates production and migration of dentate granule cells and modulates hippocampal CXCR4 expression,Development,The Company of Biologists,"Physical sciences, Astronomy"
10.3997/1873-0604.2016053,2017,Muography sensitivity to hydrogeological rock density perturbation: roles of the absorption and scattering on the muon flux measurement reliability,Near Surface Geophysics,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.tiv.2017.05.022,2017,Effects of low doses of carbendazim or iprodione either separately or in mixture on the pubertal rat seminiferous epithelium: An ex vivo study,Toxicology in Vitro,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-319-58163-7_4,2017,A Fast Algorithm for Large Common Connected Induced Subgraphs,Lecture Notes in Computer Science,Springer International Publishing,"Physical sciences, Astronomy"
10.1128/genomeA.00292-17,2017,Draft Genome Sequence of Mycobacterium boenickei CIP 107829,Genome Announcements,American Society for Microbiology,Biology (fond.)
10.1007/978-3-319-55372-6_1,2017,Observers for Position Estimation Using Bearing and Biased Velocity Information,Lecture Notes in Control and Information Sciences,Springer International Publishing,"Physical sciences, Astronomy"
10.3390/ijms18061073,2017,Ficus umbellata Vahl. (Moraceae) Stem Bark Extracts Exert Antitumor Activities In Vitro and In Vivo,International Journal of Molecular Sciences,MDPI AG,"Physical sciences, Astronomy"
10.1126/science.aal2108,2017,Jupiter’s interior and deep atmosphere: The initial pole-to-pole passes with the Juno spacecraft,Science,American Association for the Advancement of Science (AAAS),Biology (fond.)
10.1016/j.optmat.2017.04.066,2017,Impact of cerium and lanthanum on the photo-darkening and photo-bleaching mechanisms in thulium-doped fibre,Optical Materials,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.15184/aqy.2017.65,2017,In pursuit of a missing transition: the Mesolithic and Neolithic radiocarbon chronology at La Font-aux-Pigeons rockshelter,Antiquity,Antiquity Publications,Medical research
10.4149/cai_2017_1_223,2017,Personalizing and Improving Resource Recommendation by Analyzing Users Preferences in Social Tagging Activities,Computing and Informatics,Central Library of the Slovak Academy of Sciences,"Earth, Ecology, 
Energy and applied biology"
10.1021/acs.jpcc.6b12882,2017,Impact of Silica Nanoclusters on Furfuryl Alcohol Polymerization and Molecular Mobility,The Journal of Physical Chemistry C,American Chemical Society (ACS),"Physical sciences, Astronomy"
10.1002/2017GL073160,2017,Comparing Jupiter interior structure models to <i>Juno</i> gravity measurements and the role of a dilute core,Geophysical Research Letters,American Geophysical Union (AGU),"Earth, Ecology, 
Energy and applied biology"
10.1016/j.neuropharm.2017.05.028,2018,Post-translational dysfunctions in channelopathies of the nervous system,Neuropharmacology,Elsevier BV,"Physical sciences, Astronomy"
10.1016/j.trpro.2017.05.195,2017,State Aids granted by regional airports: a two-sided market analysis,Transportation Research Procedia,Elsevier BV,"Physical sciences, Astronomy"
10.23919/ROPACES.2017.7916296,2017,Numerical study of a family of IMEX-DGTD methods for the 3D time-domain Maxwell's equations,2017 International Applied Computational Electromagnetics Society Symposium - Italy (ACES),IEEE,Mathematics
10.1261/rna.056788.116,2017,A new cis-acting motif is required for the axonal SMN-dependent Anxa2 mRNA localization,RNA,Cold Spring Harbor Laboratory,"Physical sciences, Astronomy"
10.1007/978-3-319-57394-6_41,2017,A Nonlinear Domain Decomposition Method to Couple Compositional Gas Liquid Darcy and Free Gas Flows,"Finite Volumes for Complex Applications VIII - Hyperbolic, Elliptic and Parabolic Problems",Springer International Publishing,"Earth, Ecology, 
Energy and applied biology"
10.1007/s11695-017-2720-8,2017,Baseline Anthropometric and Metabolic Parameters Correlate with Weight Loss in Women 1-Year After Laparoscopic Roux-En-Y Gastric Bypass,Obesity Surgery,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1785/0120160283,2017,"Aftershocks of the 2012Mw 7.6 Nicoya, Costa Rica, Earthquake and Mechanics of the Plate Interface",Bulletin of the Seismological Society of America,Seismological Society of America (SSA),"Physical sciences, Astronomy"
10.4028/www.scientific.net/MSF.897.79,2017,Influence of Growth Temperature on Site Competition Effects during Chemical Vapor Deposition of 4H-SiC Layers,Materials Science Forum,"Trans Tech Publications, Ltd.",Engineering
10.1051/0004-6361/201630113,2017,The VIMOS Public Extragalactic Redshift Survey (VIPERS),Astronomy & Astrophysics,EDP Sciences,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.sger.2016.07.007,2016,"Le serious game, un lien entre institution et domicile",Soins Gérontologie,Elsevier BV,Biology (fond.)
10.1371/journal.pone.0178511,2017,Enhancing fish Underwater Visual Census to move forward assessment of fish assemblages: An application in three Mediterranean Marine Protected Areas,PLOS ONE,Public Library of Science (PLoS),"Physical sciences, Astronomy"
10.1016/j.ando.2017.04.024,2017,"Which origin for polycystic ovaries syndrome: Genetic, environmental or both?",Annales d'Endocrinologie,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1534/g3.117.042127,2017,Identification of Nitrogen Consumption Genetic Variants in Yeast Through QTL Mapping and Bulk Segregant RNA-Seq Analyses,G3 Genes|Genomes|Genetics,Oxford University Press (OUP),"Earth, Ecology, 
Energy and applied biology"
10.23919/EuCAP.2017.7928541,2017,Dosimetry and hyperthermia computation in human tissues in presence of EM-waves using TLM method,2017 11th European Conference on Antennas and Propagation (EUCAP),IEEE,"Computer and 
 information sciences"
10.1007/978-3-319-57397-7_20,2017,Uniform-in-Time Convergence of Numerical Schemes for a Two-Phase Discrete Fracture Model,Finite Volumes for Complex Applications VIII - Methods and Theoretical Aspects,Springer International Publishing,Biology (fond.)
10.21037/jtd.2017.03.155,2017,Immunotherapy supplanting chemotherapy for upfront treatment of advanced non-small cell lung cancer: what’s next?,Journal of Thoracic Disease,AME Publishing Company,"Earth, Ecology, 
Energy and applied biology"
10.1098/rsta.2016.0249,2017,The 67P/Churyumov–Gerasimenko observation campaign in support of the Rosetta mission,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",The Royal Society,"Physical sciences, Astronomy"
10.1007/978-3-319-58631-1_12,2017,Enumerating Orthogonal Latin Squares Generated by Bipermutive Cellular Automata,Lecture Notes in Computer Science,Springer International Publishing,"Physical sciences, Astronomy"
10.1016/j.jcp.2017.05.043,2017,Parallel numerical modeling of hybrid-dimensional compositional non-isothermal Darcy flows in fractured porous media,Journal of Computational Physics,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1051/0004-6361/201630116,2017,The VIMOS Public Extragalactic Redshift Survey (VIPERS),Astronomy & Astrophysics,EDP Sciences,"Physical sciences, Astronomy"
10.23919/EuCAP.2017.7928688,2017,3D compact antenna using liquid metal and additive technologies,2017 11th European Conference on Antennas and Propagation (EUCAP),IEEE,"Computer and 
 information sciences"
10.1002/jcc.24836,2017,Update of the ATTRACT force field for the prediction of protein-protein binding affinity,Journal of Computational Chemistry,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1007/s10107-017-1168-x,2018,Polyhedral results on the stable set problem in graphs containing even or odd pairs,Mathematical Programming,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.3389/fmicb.2017.00824,2017,Viruses and miRNAs: More Friends than Foes,Frontiers in Microbiology,Frontiers Media SA,"Computer and 
 information sciences"
10.1136/bmjopen-2016-015280,2017,Epidural analgesia in critically ill patients with acute pancreatitis: the multicentre randomised controlled EPIPAN study protocol,BMJ Open,BMJ,"Physical sciences, Astronomy"
10.1007/s00373-017-1807-2,2017,"Analogues of Cliques for (m, n)-Colored Mixed Graphs",Graphs and Combinatorics,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1016/j.jid.2017.01.018,2017,Absence of the Integrin α3 Subunit Induces an Activated Phenotype in Human Keratinocytes,Journal of Investigative Dermatology,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.biopsych.2017.04.011,2018,β-Amyloid Precursor Protein Intracellular Domain Controls Mitochondrial Function by Modulating Phosphatase and Tensin Homolog–Induced Kinase 1 Transcription in Cells and in Alzheimer Mice Models,Biological Psychiatry,Elsevier BV,"Physical sciences, Astronomy"
10.1137/16M1060868,2017,Number of Fixed Points and Disjoint Cycles in Monotone Boolean Networks,SIAM Journal on Discrete Mathematics,Society for Industrial & Applied Mathematics (SIAM),Mathematics
10.1093/imanum/drw044,2017,Gradient discretization of hybrid-dimensional Darcy flow in fractured porous media with discontinuous pressures at matrix–fracture interfaces,IMA Journal of Numerical Analysis,Oxford University Press (OUP),"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-319-57394-6_34,2017,Non-isothermal Compositional Two-Phase Darcy Flow: Formulation and Outflow Boundary Condition,"Finite Volumes for Complex Applications VIII - Hyperbolic, Elliptic and Parabolic Problems",Springer International Publishing,Chemistry
10.1016/j.sger.2016.07.005,2016,Troubles neuropsychiatriques et solutions technologiques,Soins Gérontologie,Elsevier BV,Chemistry
10.1007/978-3-319-58694-6_7,2017,A Formalization of the French Elementary School Curricula,Knowledge Engineering and Knowledge Management,Springer International Publishing,"Physical sciences, Astronomy"
10.1093/ckj/sfw121,2017,Anti-phospholipase A2 receptor antibody levels at diagnosis predicts spontaneous remission of idiopathic membranous nephropathy,Clinical Kidney Journal,Oxford University Press (OUP),"Earth, Ecology, 
Energy and applied biology"
10.4000/archeosciences.4692,2016,Les assemblages de charbons en dépôts “concentrés” : une nouvelle méthode de calcul pour améliorer leur représentativité du bois mis au feu,ArchéoSciences,OpenEdition,"Physical sciences, Astronomy"
10.1111/jen.12407,2017,Pre-release host range determination of the parasitoid<i>Allotropa burrelli</i>for the biocontrol of<i>Pseudococcus comstocki</i>in France,Journal of Applied Entomology,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1109/ICIST.2017.7926769,2017,An ontological approach for organizing a knowledge base to share and reuse business workflow templates,2017 Seventh International Conference on Information Science and Technology (ICIST),IEEE,"Computer and 
 information sciences"
10.1016/j.jviscsurg.2016.05.009,2016,Reply to letter to the editor “Petersen's Hernia after mini (one anastomosis) gastric bypass”,Journal of Visceral Surgery,Elsevier BV,"Physical sciences, Astronomy"
10.1007/978-3-319-59448-4_20,2017,3D Coronary Vessel Tracking in X-Ray Projections,Lecture Notes in Computer Science,Springer International Publishing,Biology (fond.)
10.1101/gad.296962.117,2017,Focus on cutaneous and uveal melanoma specificities,Genes &amp; Development,Cold Spring Harbor Laboratory,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.asr.2017.05.016,2017,Time biases in laser ranging observations: A concerning issue of Space Geodesy,Advances in Space Research,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.23919/EuCAP.2017.7928120,2017,Experimental characterization of dual linearly polarized transmitarray antennas at X-band,2017 11th European Conference on Antennas and Propagation (EUCAP),IEEE,"Computer and 
 information sciences"
10.1534/genetics.116.199513,2017,Mismatch Repair Incompatibilities in Diverse Yeast Populations,Genetics,Oxford University Press (OUP),"Physical sciences, Astronomy"
10.1007/978-3-319-57397-7_7,2017,Benchmark Session: The 2D Hybrid High-Order Method,Finite Volumes for Complex Applications VIII - Methods and Theoretical Aspects,Springer International Publishing,Humanities
10.1007/978-3-319-57394-6_8,2017,Sensitivity Analysis for the Euler Equations in Lagrangian Coordinates,"Finite Volumes for Complex Applications VIII - Hyperbolic, Elliptic and Parabolic Problems",Springer International Publishing,"Earth, Ecology, 
Energy and applied biology"
10.4049/jimmunol.1700079,2017,High SYK Expression Drives Constitutive Activation of CD21<sup>low</sup> B Cells,The Journal of Immunology,The American Association of Immunologists,Chemistry
10.1017/S0025315417000819,2018,"Seawater warming at the northern reach for southern species: Gulf of Genoa, NW Mediterranean",Journal of the Marine Biological Association of the United Kingdom,Cambridge University Press (CUP),Biology (fond.)
10.1111/ppa.12718,2018,Genetic variability ofMeloidogyne paranaensispopulations and their aggressiveness to susceptible coffee genotypes,Plant Pathology,Wiley,Medical research
10.2140/apde.2017.10.983,2017,Geometric control condition for the wave equation with a time-dependent observation domain,Analysis & PDE,Mathematical Sciences Publishers,"Earth, Ecology, 
Energy and applied biology"
10.1021/acsphotonics.6b00758,2017,Anisotropic Surface Plasmon Polariton Generation Using Bimodal V-Antenna Based Metastructures,ACS Photonics,American Chemical Society (ACS),"Earth, Ecology, 
Energy and applied biology"
10.1016/j.actbio.2017.05.039,2017,Calcium supplementation decreases BCP-induced inflammatory processes in blood cells through the NLRP3 inflammasome down-regulation,Acta Biomaterialia,Elsevier BV,"Physical sciences, Astronomy"
10.1016/j.asr.2017.05.029,2018,Numerical simulations of the contact between the lander MASCOT and a regolith-covered surface,Advances in Space Research,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-319-57397-7_29,2017,Numerical Analysis of the DDFV Method for the Stokes Problem with Mixed Neumann/Dirichlet Boundary Conditions,Finite Volumes for Complex Applications VIII - Methods and Theoretical Aspects,Springer International Publishing,"Earth, Ecology, 
Energy and applied biology"
10.1007/s11031-017-9618-6,2017,The links between self-determined motivations and behavioral automaticity in a variety of real-life behaviors,Motivation and Emotion,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.4028/www.scientific.net/MSF.897.731,2017,CVD Growth of Graphene on SiC (0001): Influence of Substrate Offcut,Materials Science Forum,"Trans Tech Publications, Ltd.",Engineering
10.1103/PhysRevLett.118.193901,2017,Dispersive Time-Delay Dynamical Systems,Physical Review Letters,American Physical Society (APS),"Physical sciences, Astronomy"
10.1038/nphoton.2017.76,2017,Time stretch and its applications,Nature Photonics,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1038/mp.2017.82,2017,Homer1b/c clustering is impaired in Phelan-McDermid Syndrome iPSCs derived neurons,Molecular Psychiatry,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1002/ece3.2888,2017,Infochemical use and dietary specialization in parasitoids: a meta-analysis,Ecology and Evolution,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1109/JURSE.2017.7924629,2017,Urban objects classification by spectral library: Feasibility and applications,2017 Joint Urban Remote Sensing Event (JURSE),IEEE,"Earth, Ecology, 
Energy and applied biology"
10.1002/term.2396,2018,Gallium enhances reconstructive properties of a calcium phosphate bone biomaterial,Journal of Tissue Engineering and Regenerative Medicine,Wiley,"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-319-57397-7_11,2017,Benchmark Session: The 2D Discrete Duality Finite Volume Method,Finite Volumes for Complex Applications VIII - Methods and Theoretical Aspects,Springer International Publishing,"Earth, Ecology, 
Energy and applied biology"
10.23919/EuCAP.2017.7928636,2017,Technique to increase directivity of a reconfigurable array antenna for wireless sensor network,2017 11th European Conference on Antennas and Propagation (EUCAP),IEEE,"Computer and 
 information sciences"
10.3390/sports4040049,2016,Effect of Carbohydrate Intake on Maximal Power Output and Cognitive Performances,Sports,MDPI AG,"Earth, Ecology, 
Energy and applied biology"
10.1103/PhysRevLett.118.221101,2017,GW170104: Observation of a 50-Solar-Mass Binary Black Hole Coalescence at Redshift 0.2,Physical Review Letters,American Physical Society (APS),"Physical sciences, Astronomy"
10.1007/978-3-319-57397-7_37,2017,A Nonlinear Discrete Duality Finite Volume Scheme for Convection-Diffusion Equations,Finite Volumes for Complex Applications VIII - Methods and Theoretical Aspects,Springer International Publishing,Social sciences
10.12681/mms.1470,2016,"First record of the acanthurid fish Zebrasoma xanthurum (Blyth, 1852) in the Mediterranean Sea, with some considerations on the risk associated with aquarium trade",Mediterranean Marine Science,National Documentation Centre (EKT),Biology (fond.)
10.3917/comma.131.0033,2016,Perception du changement organisationnel et concept de développement personnel : entre ambivalence et performativité,Communication & management,CAIRN,"Earth, Ecology, 
Energy and applied biology"
10.1109/TRO.2017.2700010,2017,An Inertial-Aided Homography-Based Visual Servo Control Approach for (Almost) Fully Actuated Autonomous Underwater Vehicles,IEEE Transactions on Robotics,Institute of Electrical and Electronics Engineers (IEEE),"Computer and 
 information sciences"
10.1007/s10596-017-9653-0,2017,Erratum to: Parallel vertex approximate gradient discretization of hybrid dimensional Darcy flow and transport in discrete fracture networks,Computational Geosciences,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1051/0004-6361/201629160,2017,The <i>Gaia</i>-ESO Survey: Exploring the complex nature and origins of the Galactic bulge populations,Astronomy &amp; Astrophysics,EDP Sciences,"Earth, Ecology, 
Energy and applied biology"
10.3934/nhm.2017010,2017,Stability estimates for scalar conservation laws with moving flux constraints,Networks & Heterogeneous Media,American Institute of Mathematical Sciences (AIMS),Biology (fond.)
10.1038/s41598-017-03113-0,2017,Platelet-rich plasma respectively reduces and promotes adipogenic and myofibroblastic differentiation of human adipose-derived stromal cells via the TGFβ signalling pathway,Scientific Reports,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1038/s41598-017-02807-9,2017,Impairment of the activin A autocrine loop by lopinavir reduces self-renewal of distinct human adipose progenitors,Scientific Reports,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.2147/jpr.s115449,2017,"Effects of acculturation, coping strategies, locus of control, and self-efficacy on chronic pain: study of Chinese immigrant women in Italy &ndash; insights from a thematic field analysis",Journal of Pain Research,Informa UK Limited,Biology (fond.)
10.4074/S0003503316000348,2016,Processus automatiques et activités physiques bénéfiques pour la santé,L’Année psychologique,CAIRN,Social sciences
10.1051/0004-6361/201629416,2017,SPHERE/ZIMPOL observations of the symbiotic system R Aquarii,Astronomy & Astrophysics,EDP Sciences,"Physical sciences, Astronomy"
10.1007/s10646-017-1817-0,2017,Detection of insecticide resistance in Bradysia odoriphaga Yang et Zhang (Diptera: Sciaridae) in China,Ecotoxicology,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1172/JCI91291,2017,Comparative oncogenomics identifies tyrosine kinase FES as a tumor suppressor in melanoma,Journal of Clinical Investigation,American Society for Clinical Investigation,Medical research
10.1007/s10915-017-0455-2,2018,"High Order $$C^0$$ C 0 -Continuous Galerkin Schemes for High Order PDEs, Conservation of Quadratic Invariants and Application to the Korteweg-de Vries Model",Journal of Scientific Computing,Springer Science and Business Media LLC,Biology (fond.)
10.1002/humu.23233,2017,"Monogenic diabetes syndromes: Locus-specific databases for Alström, Wolfram, and Thiamine-responsive megaloblastic anemia",Human Mutation,Wiley,Biology (fond.)
10.1111/brv.12346,2018,Managing biological control services through multi-trophic trait interactions: review and guidelines for implementation at local and landscape scales,Biological Reviews,Wiley,Biology (fond.)
10.23919/EuCAP.2017.7928718,2017,A reconfigurable beam dual polarized microstrip cross patch antenna,2017 11th European Conference on Antennas and Propagation (EUCAP),IEEE,"Computer and 
 information sciences"
10.1172/JCI88936,2017,Neonatal expression of RNA-binding protein IGF2BP3 regulates the human fetal-adult megakaryocyte transition,Journal of Clinical Investigation,American Society for Clinical Investigation,Medical research
10.1307/mmj/1490639821,2017,"Curve arrangements, pencils, and Jacobian syzygies",Michigan Mathematical Journal,Michigan Mathematical Journal,"Physical sciences, Astronomy"
10.1016/j.endm.2017.05.007,2017,From Tetris to polyominoes generation,Electronic Notes in Discrete Mathematics,Elsevier BV,Chemistry
10.1016/j.jas.2017.04.008,2017,Echoing landscapes: Echolocation and the placement of rock art in the Central Mediterranean,Journal of Archaeological Science,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1007/978-3-319-59776-8_3,2017,MDDs are Efficient Modeling Tools: An Application to Some Statistical Constraints,Lecture Notes in Computer Science,Springer International Publishing,"Earth, Ecology, 
Energy and applied biology"
10.1093/mnras/stx001,2017,"Rhapsody-G simulations I: the cool cores, hot gas and stellar content of massive galaxy clusters",Monthly Notices of the Royal Astronomical Society,Oxford University Press (OUP),"Physical sciences, Astronomy"
10.1103/PhysRevD.95.082005,2017,Search for continuous gravitational waves from neutron stars in globular cluster NGC 6544,Physical Review D,American Physical Society (APS),"Physical sciences, Astronomy"
10.1016/j.bbamem.2017.06.004,2018,Multiple and complex influences of connexins and pannexins on cell death,Biochimica et Biophysica Acta (BBA) - Biomembranes,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1534/g3.117.042911,2017,The Mapping of Predicted Triplex DNA:RNA in the Drosophila Genome Reveals a Prominent Location in Development- and Morphogenesis-Related Genes,G3 Genes|Genomes|Genetics,Oxford University Press (OUP),"Physical sciences, Astronomy"
10.1007/s11356-017-9400-z,2017,Side effects of spirotetramat on pupae and adults of a Neotropical strain of Eretmocerus mundus (Hymenoptera: Aphelinidae): Effects on the life parameters and demography,Environmental Science and Pollution Research,Springer Science and Business Media LLC,"Physical sciences, Astronomy"
10.1002/2017JA024050,2017,Efficiency of coseismic ionospheric perturbations in identifying crustal deformation pattern: Case study based on <i>M</i> <sub> <i>w</i> </sub> 7.3 May Nepal 2015 earthquake,Journal of Geophysical Research: Space Physics,American Geophysical Union (AGU),"Earth, Ecology, 
Energy and applied biology"
10.1051/0004-6361/201730686,2017,"Fine cophasing of segmented aperture telescopes with ZELDA, a Zernike wavefront sensor in the diffraction-limited regime",Astronomy &amp; Astrophysics,EDP Sciences,"Physical sciences, Astronomy"
10.1111/cmi.12753,2017,Expression patterns of sterol transporters NPC1 and NPC2 in the cnidarian-dinoflagellate symbiosis,Cellular Microbiology,Hindawi Limited,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.crma.2017.05.011,2017,Dispersion for the wave and the Schrödinger equations outside strictly convex obstacles and counterexamples,Comptes Rendus Mathematique,Elsevier BV,Chemistry
10.1103/PhysRevD.94.123015,2016,Dealing with missing data in the MICROSCOPE space mission: An adaptation of inpainting to handle colored-noise data,Physical Review D,American Physical Society (APS),"Physical sciences, Astronomy"
10.3390/molecules22060921,2017,New Pinane Derivatives Found in Essential Oils of Calocedrus decurrens,Molecules,MDPI AG,"Earth, Ecology, 
Energy and applied biology"
10.3389/fgene.2017.00075,2017,β-Cell Replacement Strategies: The Increasing Need for a “β-Cell Dogma”,Frontiers in Genetics,Frontiers Media SA,"Physical sciences, Astronomy"
10.3847/1538-4357/aa6ff7,2017,Mass and<i>p</i>-factor of the Type II Cepheid OGLE-LMC-T2CEP-098 in a Binary System,The Astrophysical Journal,American Astronomical Society,"Earth, Ecology, 
Energy and applied biology"
10.1002/dvdy.24516,2017,Tissue growth pressure drives early blood flow in the chicken yolk sac,Developmental Dynamics,Wiley,Mathematics
10.1140/epjd/e2017-80104-0,2017,Formation of phase soliton complexes in an optically injected semiconductor laser,The European Physical Journal D,Springer Science and Business Media LLC,"Earth, Ecology, 
Energy and applied biology"
10.1063/1.4985289,2017,Modelling compressible dense and dilute two-phase flows,Physics of Fluids,AIP Publishing,"Physical sciences, Astronomy"
10.1016/j.bone.2017.06.017,2017,Early arterial calcification does not correlate with bone loss in pseudoxanthoma elasticum,Bone,Elsevier BV,Biology (fond.)
10.1074/jbc.M116.743070,2017,Amyloid β production is regulated by β2-adrenergic signaling-mediated post-translational modifications of the ryanodine receptor,Journal of Biological Chemistry,Elsevier BV,Biology (fond.)
10.1016/j.ydbio.2017.06.004,2017,A novel technique to combine and analyse spatial and temporal expression datasets: A case study with the sea anemone Nematostella vectensis to identify potential gene interactions,Developmental Biology,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.3389/fphar.2017.00328,2017,Comparative Effects of Chloride Channel Inhibitors on LRRC8/VRAC-Mediated Chloride Conductance,Frontiers in Pharmacology,Frontiers Media SA,Medical research
10.1016/j.entcs.2017.04.007,2017,Hybrid and Subexponential Linear Logics,Electronic Notes in Theoretical Computer Science,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1080/10428194.2017.1339875,2018,Co-targeting intracellular pH and essential amino acid uptake cooperates to induce cell death of T-ALL/LL cells,Leukemia & Lymphoma,Informa UK Limited,Medical research
10.1080/09064710.2017.1347704,2017,Effect of NO<sub>3</sub>and NH<sub>4</sub>concentrations in nutrient solution on yield and nitrate concentration in seasonally grown leaf lettuce,"Acta Agriculturae Scandinavica, Section B — Soil &amp; Plant Science",Informa UK Limited,Medical research
10.3389/fpls.2016.00632,2016,Plant Genetic Background Increasing the Efficiency and Durability of Major Resistance Genes to Root-knot Nematodes Can Be Resolved into a Few Resistance QTLs,Frontiers in Plant Science,Frontiers Media SA,"Earth, Ecology, 
Energy and applied biology"
