sourceuca_source_id,sourceuca_doi,sourceuca_year,sourceuca_corresponding,sourceuca_all_authors,sourceuca_corresponding_normalized,sourceuca_title,sourceuca_journal_name,sourceuca_journal_issn_l,sourceuca_journal_is_oa,sourceuca_journal_is_in_doaj,sourceuca_is_oa_normalized,sourceuca_oa_status_normalized,sourceuca_oa_host_type_normalized,sourceuca_oa_repo_normalized,sourceuca_publisher_by_doiprefix,sourceuca_bso_classification_fr,sourceuca_funder
SCOPUS_ID:85039428619,10.3847/1538-3881/aa970a,2017,,Schultheis M.,non,Detailed Abundances for the Old Population near the Galactic Center. I. Metallicity Distribution of the Nuclear Star Cluster,The Astronomical Journal,0004-6256,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Astronomical Society,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85037709224,10.1103/PhysRevX.7.041058,2017,,Regimbau T.|Minazzoli O.|Christensen N.,non,Polarization-Based Tests of Gravity with the Stochastic Gravitational-Wave Background,Physical Review X,2160-3308,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council"
SCOPUS_ID:85039044738,10.1364/OE.25.033243,2017,Damilano B.|Centre de Recherche sur l'Hétéro-Epitaxie et ses Applications,Damilano B.|Vézian S.|Massies J.,oui,"Photoluminescence properties of porous GaN and (Ga,In)N/GaN single quantum well made by selective area sublimation",Optics Express,1094-4087,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,Autres",The Optical Society,Sciences physiques et astronomie,
SCOPUS_ID:85040678753,10.14231/AG-2017-006,2017,,Höring A.,non,Numerical characterisation of quadrics,Algebraic Geometry,2313-1691,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,arXiv,Autres",Foundation Compositio Mathematica,Mathématiques,
SCOPUS_ID:85040169746,10.1103/PhysRevD.96.122004,2017,,Regimbau T.|Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,First low-frequency Einstein@Home all-sky search for continuous gravitational waves in Advanced LIGO data,Physical Review D,2470-0010,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Council of Scientific and Industrial Research,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Ministerio de Economía y Competitividad,Narodowe Centrum Nauki,European Commission,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Ontario Ministry of Economic Development and Innovation,Natural Sciences and Engineering Research Council of Canada,Canadian Institute for Advanced Research,Ministério da Ciência, Tecnologia e Inovação,Russian Foundation for Basic Research,Leverhulme Trust,Research Corporation for Science Advancement,Ministry of Science and Technology, Taiwan,Kavli Foundation,The State of Niedersachsen/Germany,Vicepresidència i Conselleria d’Innovació, Recerca i Turisme and the Conselleria d’Educació i Universitat del Govern de les Illes Balears,Lyon Institute of Origins (LIO),International Center for Theoretical Physics South American Institute for Fundamental Research (ICTP-SAIFR),LIGO Laboratory"
SCOPUS_ID:85040924360,10.4171/PRIMS/54-1-6,2018,,Dimca A.,non,Free and Nearly Free Curves vs. Rational Cuspidal Plane Curves,Publications of the Research Institute for Mathematical Sciences,0034-5318,False,False,Accès fermé,Closed,Accès fermé,Autres,European Mathematical Society - EMS - Publishing House GmbH,Mathématiques,
SCOPUS_ID:85040838171,10.1177/1045389X17704915,2018,,Meunier A.|Bossis G.|Volkova O.,non,Tunable discontinuous shear thickening with magnetorheological suspensions,Journal of Intelligent Material Systems and Structures,1045-389X,False,False,Accès ouvert,Green,Archive ouverte,Hal,SAGE Publications,Sciences physiques et astronomie,
SCOPUS_ID:85040662057,10.1109/TCAD.2017.2681076,2017,,Mallet F.,non,Quantitative Performance Evaluation of Uncertainty-Aware Hybrid AADL Designs Using Statistical Model Checking,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0278-0070,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,Autres",Institute of Electrical and Electronics Engineers (IEEE),Ingénierie,"Natural Science Foundation of China,Shanghai Municipal NSF,National Science Foundation of United States"
SCOPUS_ID:85039781642,10.1109/JLT.2017.2785862,2018,,Ude M.|Trzesien S.|Lupi J.F.|Vermillac M.|Dussardier B.|Blanc W.,non,Gradual-Time Solution Doping for the Fabrication of Longitudinally Varying Optical Fibres,Journal of Lightwave Technology,0733-8724,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Sciences physiques et astronomie,"Université Nice Sophia Antipolis,Centre National de la Recherche Scientifique,Agence Nationale de la Recherche"
SCOPUS_ID:85039996007,10.1371/JOURNAL.PONE.0188046,2017,,Koutsovoulos G.,non,Reinforcement learning produces dominant strategies for the Iterated Prisoner’s Dilemma,PLOS ONE,1932-6203,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,arXiv,Autres",Public Library of Science (PLoS),Recherche médicale,
SCOPUS_ID:85040258364,10.1093/MNRAS/STX2464,2018,,Hayden M.R.,non,Metallicity gradient of the thick disc progenitor at high redshift,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,"STFC,MINECO,Australian Research Council"
SCOPUS_ID:85040332527,10.3847/2041-8213/aaa0c9,2018,,Bolin B.T.,non,APO Time-resolved Color Photometry of Highly Elongated Interstellar Object 1I/‘Oumuamua,The Astrophysical Journal,2041-8205,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Astronomical Society,Sciences physiques et astronomie,
SCOPUS_ID:85040836390,10.1144/M48.3,2017,Rangin C.|Le Laboratoire Géoazur,Rangin C.,oui,Chapter 3 Active and recent tectonics of the Burma Platelet in Myanmar,"Geological Society, London, Memoirs",0435-4052,False,False,Accès fermé,Closed,Accès fermé,Autres,Geological Society of London,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85040117984,10.5978/islsm.17-OR-21,2017,,Merigo E.|Fornaini C.|Rocca J.P.,non,Use of 1070 nm fiber lasers in oral surgery: preliminary <i>ex vivo</i> study with FBG temperature monitoring,LASER THERAPY,0898-5901,True,False,Accès ouvert,Gold,Editeur et archive ouverte,Autres,International Phototherapy Association,Recherche médicale,
SCOPUS_ID:85039995776,10.1093/MNRAS/STX2316,2018,,de Laverny P.|Recio-Blanco A.|Hill V.,non,The Gaia-ESO Survey: matching chemodynamical simulations to observations of the Milky Way,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"arXiv,Autres",Oxford University Press (OUP),"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85040914957,10.1037/abn0000335,2018,,Manera V.,non,"Biological motion sensitivity, but not interpersonal predictive coding is impaired in schizophrenia.",Journal of Abnormal Psychology,0021-843X,False,False,Accès fermé,Closed,Accès fermé,Autres,American Psychological Association (APA),Sciences sociales,
SCOPUS_ID:85040671347,10.1002/2017JE005397,2017,,Wieczorek M.A.,non,Iron Abundances in Lunar Impact Basin Melt Sheets From Orbital Magnetic Field Data,Journal of Geophysical Research: Planets,2169-9097,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","Agence Nationale de la Recherche,Grantová Agentura České Republiky"
SCOPUS_ID:85040776593,10.1017/S0022377817000228,2017,,Besse N.,non,Numerical resolution of the global eigenvalue problem for the gyrokinetic-waterbag model in toroidal geometry,Journal of Plasma Physics,0022-3778,False,False,Accès fermé,Closed,Accès fermé,Autres,Cambridge University Press (CUP),Sciences physiques et astronomie,
SCOPUS_ID:85040681693,10.1002/2017JB014863,2018,,Mattéo L.|Stewart N.|Serreau L.|Vincendeau A.|Manighetti I.,non,"“3D_Fault_Offsets,” a Matlab Code to Automatically Measure Lateral and Vertical Fault Offsets in Topographic Data: Application to San Andreas, Owens Valley, and Hope Faults",Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",Université Côte d'Azur
SCOPUS_ID:85040164836,10.1103/PhysRevD.96.122006,2017,,Regimbau T.|Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Hreibi A.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,First narrow-band search for continuous gravitational waves from known pulsars in advanced detector data,Physical Review D,2470-0010,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Stichting voor Fundamenteel Onderzoek der Materie,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Science and Engineering Research Board,Ministry of Human Resource Development,Generalitat Valenciana,Narodowe Centrum Nauki,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Russian Foundation for Basic Research,Russian Science Foundation,European Commission,European Regional Development Fund,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Industry Canada,Ontario Ministry of Economic Development and Innovation,Canadian Institute for Advanced Research,Abdus Salam International Centre for Theoretical Physics,Leverhulme Trust,Ministry of Science and Technology, Taiwan,Kavli Foundation"
SCOPUS_ID:85040710817,10.1103/PhysRevLett.120.031104,2018,,Regimbau T.|Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,First Search for Nontensorial Gravitational Waves from Known Pulsars,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Science and Engineering Research Board,Ministry of Human Resource Development,Ministerio de Economía y Competitividad,Narodowe Centrum Nauki,European Commission,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Ontario Ministry of Economic Development and Innovation,Natural Sciences and Engineering Research Council of Canada,Canadian Institute for Advanced Research,Ministério da Ciência, Tecnologia e Inovação,Fundação de Amparo à Pesquisa do Estado de São Paulo,Russian Foundation for Basic Research,Leverhulme Trust,Ministry of Science and Technology of the People’s Republic of China,Kavli Foundation,Istituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Conselleria d’Economia i Competitivitat and Conselleria d’Educació,Cultura i Universitats of the Govern de les Illes Balears,Lyon Institute of Origins,Research Corporation"
SCOPUS_ID:85040251379,10.1093/MNRAS/STX1774,2017,,Hayden M.R.,non,The age–metallicity structure of the Milky Way disc using APOGEE,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,NKFI
SCOPUS_ID:85040183347,10.1103/PhysRevA.97.013810,2018,,Fouché M.|Guerin W.|Eloy A.|Yao Z.|Kaiser R.,non,Diffusing-wave spectroscopy of cold atoms in ballistic motion,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,"Direction Générale de l’Armement,Fundação de Amparo à Pesquisa do Estado de São Paulo,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior"
SCOPUS_ID:85041504015,10.1109/TAP.2018.2803135,2018,,Luxey C.|Bisognin A.,non,Chip-to-Chip Switched Beam 60 GHz Circular Patch Planar Antenna Array and Pattern Considerations,IEEE Transactions on Antennas and Propagation,0018-926X,False,False,Accès ouvert,Hybrid,Editeur,Autres,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,National Science Foundation
SCOPUS_ID:85041441200,10.1103/PhysRevLett.120.055301,2018,,Šantić N.|Salem S.|Kaiser R.,non,Nonequilibrium Precondensation of Classical Waves in Two Dimensions Propagating through Atomic Vapors,Physical Review Letters,0031-9007,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Physical Society (APS),Sciences physiques et astronomie,Agence Nationale de la Recherche
SCOPUS_ID:85041563164,10.1080/1350178X.2018.1419105,2018,"Brisset N.|Groupe de Recherche en Droit, Économie et Gestion",Brisset N.,oui,Models as speech acts: the telling case of financial models,Journal of Economic Methodology,1350-178X,False,False,Accès fermé,Closed,Accès fermé,Autres,,Inconnu,
SCOPUS_ID:85041179031,10.2352/ISSN.2470-1173.2016.21.3DIPM-037,2016,,Peyrot J.L.|Payan F.|Antonini M.,non,Blue noise Sampling of surfaces from stereoscopic images,Electronic Imaging,2470-1173,False,False,Accès ouvert,Green,Archive ouverte,Hal,Society for Imaging Science & Technology,Informatique et sciences de l'information,
SCOPUS_ID:85041063299,10.1002/2017TC004536,2018,,Saillard M.,non,Deciphering the Late Cretaceous-Cenozoic Structural Evolution of the North Peruvian Forearc System,Tectonics,0278-7407,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","Département Soutien et Formation, Institut de Recherche pour le Développement"
SCOPUS_ID:85041504193,10.1016/S0151-9638(18)30044-9,2016,Passeron T.|Centre Méditerranéen de Médecine Moléculaire,Passeron T.,oui,Quoi de neuf en dermatologie instrumentale (laser) ?,Annales de Dermatologie et de Vénéréologie,0151-9638,False,False,Accès fermé,Closed,Accès fermé,Autres,Elsevier BV,Recherche médicale,
SCOPUS_ID:85041222567,10.1002/2017JE005418,2018,Wieczorek M.A.|Laboratoire Joseph-Louis Lagrange,Wieczorek M.A.,oui,"Strength, Depth, and Geometry of Magnetic Sources in the Crust of the Moon From Localized Power Spectrum Analysis",Journal of Geophysical Research: Planets,2169-9097,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",Agence Nationale de la Recherche
SCOPUS_ID:85041690613,10.5840/enviroethics201712149,2017,"Bazin D.|Groupe de Recherche en Droit, Économie et Gestion",Bazin D.,oui,Hans Jonas,Environmental Ethics,0163-4275,False,False,Accès fermé,Closed,Accès fermé,Autres,,Sciences humaines,
SCOPUS_ID:85041444999,10.1109/JSYST.2014.2342534,2017,,Muzy A.,non,Activity-Based Credit Assignment Heuristic for Simulation-Based Stochastic Search in a Hierarchical Model Base of Systems,IEEE Systems Journal,1932-8184,False,False,Accès ouvert,Green,Archive ouverte,Hal,Institute of Electrical and Electronics Engineers (IEEE),Informatique et sciences de l'information,Centre National de la Recherche Scientifique and the National Science Foundation
SCOPUS_ID:85041930095,10.1016/S0151-9638(18)30079-6,2016,Passeron T.|Centre Méditerranéen de Médecine Moléculaire,Passeron T.,oui,L’hyperpigmentation post-inflammatoire,Annales de Dermatologie et de Vénéréologie,0151-9638,False,False,Accès fermé,Closed,Accès fermé,Autres,Elsevier BV,Recherche médicale,
SCOPUS_ID:85041206752,10.1080/2162402X.2017.1423184,2018,,Cosson E.|Anjuère F.|Braud V.M.,non,Expression of LLT1 and its receptor CD161 in lung cancer is associated with better clinical outcome,OncoImmunology,2162-4011,True,False,Accès ouvert,Gold,Editeur et archive ouverte,Autres,,Inconnu,Fondation ARC
SCOPUS_ID:85041212749,10.2352/ISSN.2470-1173.2016.21.3DIPM-397,2016,Bletterer A.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Bletterer A.|Payan F.|Antonini M.,oui,Point Cloud Compression using Depth Maps,Electronic Imaging,2470-1173,False,False,Accès fermé,Closed,Accès fermé,Autres,Society for Imaging Science & Technology,Informatique et sciences de l'information,
SCOPUS_ID:85041611663,10.1364/JOSAB.35.000331,2018,,Doutre F.|Neradovskiy M.|Ayenew G.|Tronche H.|Baldi P.|Neradovskaia E.|De Micheli M.|Montes C.,non,Second harmonic generation in periodically poled lithium niobate waveguides with stitching errors,Journal of the Optical Society of America B,0740-3224,False,False,Accès fermé,Closed,Accès fermé,Autres,The Optical Society,Sciences physiques et astronomie,"Russian Science Foundation (RSF),Agence Nationale de la Recherche (ANR)"
SCOPUS_ID:85041599971,10.4171/IFB/392,2017,,Goatin P.,non,A conservative scheme for non-classical solutions to a strongly coupled PDE-ODE problem,Interfaces and Free Boundaries,1463-9963,False,False,Accès ouvert,Green,Archive ouverte,Hal,European Mathematical Society - EMS - Publishing House GmbH,Mathématiques,
SCOPUS_ID:85041604061,10.1017/S1053837217000128,2017,"Brisset N.|Groupe de Recherche en Droit, Économie et Gestion",Brisset N.,oui,ON PERFORMATIVITY: OPTION THEORY AND THE RESISTANCE OF FINANCIAL PHENOMENA,Journal of the History of Economic Thought,1053-8372,False,False,Accès fermé,Closed,Accès fermé,Autres,Cambridge University Press (CUP),Sciences humaines,
SCOPUS_ID:85042678387,10.1504/IJCNDS.2018.088501,2018,,Huet F.|Antoine M.,non,Multiple order-preserving hash functions for load balancing in P2P networks,International Journal of Communication Networks and Distributed Systems,1754-3916,False,False,Accès ouvert,Green,Archive ouverte,Hal,Inderscience Publishers,Informatique et sciences de l'information,
SCOPUS_ID:85042357533,10.1074/jbc.RA117.001342,2018,,Pouyssegur J.,non,The glutamine transporter ASCT2 (SLC1A5) promotes tumor growth independently of the amino acid transporter LAT1 (SLC7A5),Journal of Biological Chemistry,0021-9258,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,Autres,American Society for Biochemistry & Molecular Biology (ASBMB),Biologie fondamentale,"Centre Scientifique de Monaco (CSM),GEMLUC,Ligue Nationale Contre le Cancer"
SCOPUS_ID:85042097081,10.1093/MNRAS/STX2546,2018,,Delbó M.|Bolin B.T.|Morbidelli A.,non,Initial velocity V-shapes of young asteroid families,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Oxford University Press (OUP),Sciences physiques et astronomie,National Science Foundation
SCOPUS_ID:85042363167,10.1249/MSS.0000000000001467,2018,,Morin J.|Ehrström S.|Brisswalter J.,non,Short Trail Running Race,Medicine &amp; Science in Sports &amp; Exercise,0195-9131,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,Ovid Technologies (Wolters Kluwer Health),Biologie fondamentale,
SCOPUS_ID:85042094704,10.1103/PhysRevE.97.020201,2018,,Krstulovic G.,non,Exact result in strong wave turbulence of thin elastic plates,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",American Physical Society (APS),Sciences physiques et astronomie,"Comisión Nacional de Investigación Científica y Tecnológica,Fondo Nacional de Desarrollo Científico y Tecnológico"
SCOPUS_ID:85042140749,10.1103/PhysRevA.97.021801,2018,,Böhm J.|Kuhl U.,non,In situ realization of particlelike scattering states in a microwave cavity,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Austrian Science Fund,Agence Nationale de la Recherche"
SCOPUS_ID:85042209986,10.1017/S1365100517000815,2019,"Iacopetta M.|Groupe de Recherche en Droit, Économie et Gestion",Iacopetta M.,oui,THE EMERGENCE OF MONEY: A DYNAMIC ANALYSIS,Macroeconomic Dynamics,1365-1005,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Cambridge University Press (CUP),Mathématiques,
SCOPUS_ID:85042589214,10.1530/ERC-17-0440,2018,Lalli E.|Institut de Pharmacologie Moléculaire et Cellulaire,Lalli E.,oui,The next step: mechanisms driving adrenocortical carcinoma metastasis,Endocrine-Related Cancer,1351-0088,False,False,Accès ouvert,Bronze,Editeur,Autres,,Inconnu,
SCOPUS_ID:85042553197,10.1002/2017JE005362,2018,,Wieczorek M.A.,non,Isostatic Compensation of the Lunar Highlands,Journal of Geophysical Research: Planets,2169-9097,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée",NASA's Discovery Program
SCOPUS_ID:85042668629,10.1364/AO.57.00B122,2018,,Hreibi A.|Fiorucci D.|Chaibi W.,non,Telescope-based cavity for negative ion beam neutralization in future fusion reactors,Applied Optics,1559-128X,False,False,Accès fermé,Closed,Accès fermé,Autres,The Optical Society,Sciences physiques et astronomie,"Agence Nationale de la Recherche (ANR),H2020 Euratom (EURATOM),Fédération de Racherche sur la Fusion
						par Confinement Magnétique (FR-FCM)"
SCOPUS_ID:85042069800,10.1103/PhysRevE.97.022204,2018,,Richter M.|Kuhl U.,non,Spectra and spectral correlations of microwave graphs with symplectic symmetry,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,Deutsche Forschungsgemeinschaft
SCOPUS_ID:85042075807,10.1093/MNRAS/STX1666,2017,,Miguel Y.,non,Cloud formation in metal-rich atmospheres of hot super-Earths like 55 Cnc e and CoRoT7b,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",Oxford University Press (OUP),"Sciences de la Terre, écologie, énergie et biologie appliquée",European Community
SCOPUS_ID:85042365970,10.3166/ISI.22.2.121-147,2017,,Duffau C.,non,Forum Jeunes Chercheurs à Inforsid 2016,Ingénierie des systèmes d'information,1633-1311,False,False,Accès fermé,Closed,Accès fermé,Autres,Lavoisier,Informatique et sciences de l'information,
SCOPUS_ID:85042132990,10.1108/TLO-03-2017-0033,2018,,Kaminska R.,non,Challenges to the learning organization in the context of generational diversity and social networks,The Learning Organization,0969-6474,False,False,Accès ouvert,Green,Archive ouverte,Autres,Emerald,Sciences sociales,
SCOPUS_ID:85042386135,10.1134/S1063074017060062,2017,,Francour P.,non,First Biological Data on the Well Established Lessepsian Migrant Fistularia commersonii (Fistulariidae) in the Gulf of Tunis (Central Mediterranean),Russian Journal of Marine Biology,1063-0740,False,False,Accès fermé,Closed,Accès fermé,Autres,Pleiades Publishing Ltd,Biologie fondamentale,
SCOPUS_ID:85042356947,10.25088/ComplexSystems.26.3.247,2017,Collard P.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Collard P.,oui,"The ""Two's Company, Three's a Crowd"" Game",Complex Systems,0891-2513,False,False,Accès fermé,Closed,Accès fermé,Autres,"Wolfram Research, Inc.",Informatique et sciences de l'information,
SCOPUS_ID:85042545674,10.1002/2017JB015128,2018,,Godano M.,non,"Seismicity Controlled by a Frictional Afterslip During a Small-Magnitude Seismic Sequence (<i>M</i><sub><i>L</i></sub> &lt; 5) on the Chihshang Fault, Taiwan",Journal of Geophysical Research: Solid Earth,2169-9313,False,False,Accès ouvert,Green,Archive ouverte,Hal,Wiley,"Sciences de la Terre, écologie, énergie et biologie appliquée","Academia Sinica,Ministry of Science and Technology of the People's Republic of China"
SCOPUS_ID:85042698254,10.1016/j.margeo.2018.02.009,2018,,Praeg D.,non,A Plio-Pleistocene sediment wedge on the continental shelf west of central Ireland: The Connemara Fan,Marine Geology,0025-3227,False,False,Accès ouvert,Green,Archive ouverte,Autres,Elsevier BV,"Sciences de la Terre, écologie, énergie et biologie appliquée","Geological Survey of Ireland and Marine Institute INFOMAR,Marine Institute,Science Foundation Ireland,European Regional Development Fund,PIPCO RSG"
SCOPUS_ID:85043349590,10.1130/G39560.1,2018,,Duclaux G.,non,"High-angle, not low-angle, normal faults dominate early rift extension in the Corinth Rift, central Greece",Geology,0091-7613,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,Autres",,Inconnu,
SCOPUS_ID:85042768232,10.1097/OPX.0000000000001189,2018,"Corveleyn X.|Laboratoire d'Anthropologie et de Psychologie Cliniques, Cognitives et Sociales",Corveleyn X.,oui,What Is the Nature of the Reach and Grasp Deficit in Wet Age-related Macular Degeneration?,Optometry and Vision Science,1040-5488,False,False,Accès fermé,Closed,Accès fermé,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85043247385,10.1103/PhysRevLett.120.091101,2018,,Regimbau T.|Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Hreibi A.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,GW170817: Implications for the Stochastic Gravitational-Wave Background from Compact Binary Coalescences,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Stichting voor Fundamenteel Onderzoek der Materie,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Council of Scientific and Industrial Research,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Generalitat Valenciana,Narodowe Centrum Nauki,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Russian Foundation for Basic Research,Russian Science Foundation,European Commission,European Regional Development Fund,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Industry Canada,Ontario Ministry of Economic Development and Innovation,Natural Science and Engineering Research Council,Canadian Institute for Advanced Research,Ministério da Ciência, Tecnologia e Inovação,Research Grants Council, University Grants Committee,National Natural Science Foundation of China,Leverhulme Trust,Semiconductor Research Corporation,Ministry of Science and Technology, Taiwan,Kavli Foundation,Spanish Agencia Estatal de Investigación,Vicepresidència i Conselleria d’Innovació,Recerca i Turisme,Conselleria d’Educació i Universitat del Govern de les Illes Balears,Conselleria d’Educació, Investigació,Lyon Institute of Origins (LIO),National Research, Development and Innovation Office,International Center for Theoretical Physics,South American Institute for Fundamental Research,MPS,State of Niedersachsen"
SCOPUS_ID:85043588383,10.1093/MNRAS/STX2639,2018,,Ogiya G.|Hahn O.,non,What sets the central structure of dark matter haloes?,Monthly Notices of the Royal Astronomical Society,0035-8711,False,False,Accès ouvert,Bronze,Editeur,Autres,Oxford University Press (OUP),Sciences physiques et astronomie,Horizon 2020
SCOPUS_ID:85042925048,10.4171/AIHPD/49,2018,,Patras F.,non,Right-handed Hopf algebras and the preLie forest formula,Annales de l’Institut Henri Poincaré D,2308-5827,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv",European Mathematical Society - EMS - Publishing House GmbH,Mathématiques,
SCOPUS_ID:85043464669,10.1103/PhysRevE.97.023109,2018,Rolland J.|Institut de Physique de Nice,Rolland J.,oui,Extremely rare collapse and build-up of turbulence in stochastic models of transitional wall flows,Physical Review E,2470-0045,False,False,Accès ouvert,Green,Archive ouverte,Hal,American Physical Society (APS),Sciences physiques et astronomie,
